CS1	CS2	group
SRR8119031	0.08257641	0.828448755	2
SRR8119624	0.023816277	0.644639511	2
SRR8120444	-0.536626946	0.89457957	2
SRR8120057	-0.760710191	1.020377745	2
SRR8120681	-0.722548337	0.414049847	2
SRR8120816	-0.056666415	1.258395364	2
SRR8120910	-0.334709255	0.881481501	2
SRR8120747	-0.929199935	-0.008165555	2
SRR8116043	-0.018904732	0.530296322	2
SRR8115694	1.330243429	-1.253359831	2
SRR8115682	0.166078869	0.382530399	2
SRR8117111	0.166078869	0.382530399	2
SRR8118933	0.294117566	-0.622585412	2
SRR8120264	-0.751843012	1.009162776	2
SRR8120908	0.928235902	1.153359207	2
SRR8120476	0.395295983	1.941221678	2
SRR8120477	0.160975042	1.822332848	2
SRR8116017	-0.281834519	0.78671911	2
SRR8116269	-1.241732709	1.054274659	2
SRR8116320	-0.567153725	1.155069672	2
SRR8116574	0.78879475	2.174074327	2
SRR8120472	-0.368399162	1.000096191	2
SRR8120526	-0.811246983	0.917582573	2
SRR8120764	-1.15621938	0.842087063	2
SRR8115939	-0.070528745	1.214418025	2
SRR8120270	-0.142066916	1.216070244	2
SRR8120607	-0.81129243	0.677779108	2
SRR8116385	0.698053506	2.164387864	2
SRR8115683	-0.63032609	0.239581815	2
SRR8117112	-0.63032609	0.239581815	2
SRR8118661	-0.134355093	0.459914691	2
SRR8116216	0.833997798	2.300089633	2
SRR8120336	0.715132793	1.392385942	2
SRR8120980	0.727186439	2.187877187	2
SRR8120166	-0.492960295	0.221730989	2
SRR8120104	0.398197696	1.184448868	2
SRR8118886	-0.208228174	0.038613739	2
SRR8116581	0.85640988	2.287048597	2
SRR8116225	0.200845611	1.469706592	2
SRR8115715	0.701479362	2.179013387	2
SRR8120449	0.471004959	1.959460987	2
SRR8116064	0.728097842	2.189831595	2
SRR8120765	0.66187689	0.72377433	2
SRR8116370	1.060289606	0.818937372	2
SRR8116267	0.35347125	1.499830822	2
SRR8120708	0.440398321	1.868970133	2
SRR8119487	2.299769483	-1.263122231	2
SRR8120048	-0.322876438	1.274303155	2
SRR8120700	-0.852773499	0.477895587	2
SRR8120230	-0.169089023	1.771426243	2
SRR8116391	-0.16142944	1.151191631	2
SRR8116570	0.743695826	2.187883577	2
SRR8120371	-0.749548645	0.015605697	2
SRR8119570	0.325175563	1.559825418	2
SRR8118988	0.431903969	0.364006407	2
SRR8115685	0.761047757	0.741418688	2
SRR8117110	0.761047757	0.741418688	2
SRR8119470	0.659857698	2.080196676	2
SRR8120382	0.11671885	0.744827203	2
SRR8120043	0.788594151	1.934901045	2
SRR10297364	-0.014713303	1.48461554	2
SRR10297263	0.060537114	-0.069931536	2
SRR10296852	0.239592351	0.55345012	2
SRR10297471	-0.350058237	0.244945259	2
SRR10297140	-0.290699268	0.144314485	2
SRR10288987	-0.194057522	1.333406881	2
SRR10289419	0.558852396	1.433881111	2
SRR10296942	-0.423406624	0.430684911	2
SRR10296996	-0.63131807	-0.029498276	2
SRR10297133	-1.085254066	0.51692832	2
SRR10297264	-1.656539696	0.116899364	2
SRR10297338	-1.136824965	0.462717892	2
SRR10297368	-0.486363177	0.731721013	2
SRR10297423	-0.637042375	0.213340847	2
SRR10297451	-0.14386104	0.285564708	2
SRR10297457	-0.129591231	0.561871839	2
SRR10297498	-0.57066394	0.702845503	2
SRR10289360	-0.186522069	0.413572991	2
SRR10296998	0.47809837	1.768157168	2
SRR10297002	-0.238855188	0.552979483	2
SRR10297353	0.134845122	0.158880651	2
SRR10297379	0.458555665	1.920801878	2
SRR10297430	-0.240286901	1.017440274	2
SRR10297454	0.118479787	1.064347528	2
SRR10288949	0.037839514	1.52895111	2
SRR10289368	0.030894319	1.412297938	2
SRR10296956	-0.379330682	0.048263803	2
SRR10297298	0.185720987	1.69615184	2
SRR10297422	-0.07193617	1.154704526	2
SRR10297427	-0.869591343	0.617779865	2
SRR10297429	-1.011882668	0.561566248	2
SRR10297468	0.887009465	0.600785795	2
SRR10297110	0.683301396	1.010815955	2
SRR10297224	-0.694031272	0.812972537	2
SRR10297424	0.058636228	1.146111733	2
SRR10297346	0.262516868	0.688506117	2
SRR10297307	0.57637237	0.564155827	2
SRR10297313	-0.457528739	1.013648571	2
SRR10296895	-0.644196126	0.603086188	2
SRR10297041	-0.216642483	0.441704344	2
SRR10297322	-0.166296554	0.847490314	2
SRR10297327	-0.533797338	0.973733393	2
SRR10288958	0.170132112	1.598227036	2
SRR10297296	-0.529917307	0.486012504	2
SRR10296811	0.34139796	1.122449143	2
SRR10297497	0.007555886	0.527656239	2
SRR10297409	-0.444110013	1.436188065	2
SRR10297300	0.067793058	1.12907831	2
SRR10297399	-0.213283588	0.620395171	2
SRR10289363	-0.046322906	0.842043888	2
SRR10297292	-0.175247312	-0.182668445	2
SRR10296968	-0.320997921	-0.163216487	2
SRR10297142	-0.509718867	0.545751111	2
SRR10297255	-0.628835502	0.167890798	2
SRR10297345	0.151275602	1.263901673	2
SRR10296975	-0.170008339	0.789135311	2
SRR10297203	-0.873043506	0.163636261	2
SRR10288986	0.553569041	2.011688383	2
SRR10296831	-0.100794243	0.689338283	2
SRR10297283	-0.047058214	1.485324229	2
SRR10297479	-0.287334659	-0.019337707	2
SRR10297490	0.067987312	1.690298767	2
SRR10296801	0.261218917	0.839775965	2
SRR10297195	0.3552608	0.44676357	2
SRR10296989	-0.280735993	0.28927805	2
SRR10297187	0.398383794	0.673300656	2
SRR10296900	0.297627285	-0.067376304	2
SRR10297094	0.823974854	0.698377303	2
SRR10297065	0.23491807	-0.474552835	2
SRR10289418	-0.816952825	0.041057103	2
SRR10288965	-0.52159816	0.244105446	2
SRR10289427	-0.409444948	0.307864121	2
SRR10296864	-0.059685042	1.532680258	2
SRR10288990	0.730615687	0.824047295	2
SRR10296985	-0.232220702	0.564579106	2
SRR10297132	-0.34601684	-0.289663484	2
SRR10296806	-0.474289767	0.073087598	2
SRR10296943	0.853116209	0.751623903	2
SRR10296802	-0.373031703	0.040998007	2
SRR10296994	-0.366727787	1.235729365	2
SRR10297398	0.725821374	0.451884163	2
SRR10297295	-0.052151124	0.312874056	2
SRR10288950	0.362668567	1.583759598	2
SRR10297030	0.022344084	0.528801251	2
SRR10297106	0.225124906	0.30492956	2
SRR10297231	0.204103625	1.117672142	2
SRR10297323	0.25266673	0.03908404	2
SRR10297316	-0.172436296	0.339240002	2
SRR10288989	-0.935785107	0.07300369	2
SRR10288988	-0.068421404	1.092680163	2
SRR10297362	-0.652495524	0.492917295	2
SRR10297495	0.379318985	1.11287815	2
SRR10296946	0.175593145	-0.973908906	2
SRR10297354	0.233054467	1.776293218	2
SRR10297102	-0.171811766	0.210552558	2
SRR10297494	0.07296468	1.717243381	2
SRR10289350	0.022953	0.632199967	2
SRR10297235	-0.341688094	1.181933196	2
SRR10297299	-0.237429727	0.861691668	2
SRR10297259	0.155293307	1.295100127	2
SRR10296823	-0.142219859	-0.285666645	2
SRR10297286	-0.142939004	0.881152217	2
SRR10296881	1.196885322	-0.97247612	2
SRR10296899	0.327740498	-0.36207927	2
SRR10297104	0.14489465	-0.071056316	2
SRR10296870	-0.601983538	0.688632142	2
SRR10297119	0.25351682	-0.615832193	2
SRR10297463	-0.546262973	0.756085123	2
SRR10288971	-0.800401663	0.500188132	2
SRR10297445	0.003093717	0.797332856	2
SRR10297266	0.532976829	0.807109589	2
SRR10297310	0.309131335	0.917694179	2
SRR10297341	-0.00696209	0.537581561	2
SRR10297108	-0.094389735	0.635080426	2
SRR10296910	-0.211026696	0.666842521	2
SRR10297008	-0.034352135	0.19964854	2
SRR10297418	0.555129963	1.554163472	2
SRR10296835	-0.151649389	0.551268904	2
SRR10297470	0.703257272	1.183747798	2
SRR10296922	-0.438394337	0.31610536	2
SRR10289396	-0.364606038	0.217708141	2
SRR10288960	0.473068904	1.33978258	2
SRR10288953	-0.175954638	1.470359477	2
SRR10297227	0.343389252	1.226784749	2
SRR10289420	0.452304654	1.575871692	2
SRR10289416	0.742187747	0.69591316	2
SRR10289426	-0.061809435	0.666266149	2
SRR10297208	-0.482139938	0.271697939	2
SRR10297312	-0.299758195	0.453108246	2
SRR10297446	0.005226675	1.158350129	2
SRR10289411	0.12637797	0.323933734	2
SRR10289349	-0.242642212	0.74041061	2
SRR10289409	-0.002829333	1.122792774	2
SRR10297419	-0.275383419	-0.206859173	2
SRR10289367	-0.290780768	0.20658023	2
SRR10289422	-0.11805069	1.227331524	2
SRR10297328	-0.08476198	0.987014195	2
SRR10296997	0.150083909	0.943484088	2
SRR10297475	-0.486413721	0.127976626	2
SRR10289397	-0.171184208	0.314708262	2
SRR10289357	-0.101830756	0.668714863	2
SRR10288970	-0.597204666	0.383982062	2
SRR10297098	-0.255502966	0.163360744	2
SRR10297332	-0.122308126	0.916184764	2
SRR10297467	1.061721226	0.016457722	2
SRR10297240	-0.263830532	0.524706263	2
SRR10296853	0.342493005	0.335779317	2
SRR10297081	-0.44787048	0.336880478	2
SRR10296891	0.303517357	-0.3784887	2
SRR10297392	-0.443520489	0.955561213	2
SRR10296993	0.290203869	1.790210676	2
SRR10296911	0.124794145	0.546272496	2
SRR10297388	0.091752379	0.912924969	2
SRR10289417	-0.646036714	0.45895167	2
SRR10296872	0.38143451	1.362380675	2
SRR10297057	0.523719272	1.014031213	2
SRR10297448	-0.673848797	0.374578024	2
SRR10296886	-0.155847159	0.870608112	2
SRR10297367	0.220736483	1.15852399	2
SRR10297285	0.800215236	1.268622589	2
SRR10297358	-0.293098537	0.262354664	2
SRR10297415	-0.858577659	0.247338774	2
SRR10296945	0.280567412	-0.269727666	2
SRR10297191	0.426228225	-0.023488456	2
SRR10297474	-0.236168752	1.291524003	2
SRR10288952	0.299771104	0.511600295	2
SRR10297411	-0.632640743	0.443073268	2
SRR10297279	-0.983383396	0.709263286	2
SRR10296934	0.410266716	0.922114611	2
SRR10297071	0.521330036	-0.199630737	2
SRR10288964	0.895440461	0.261190144	2
SRR10297113	0.253274824	-0.366198208	2
SRR10297024	-0.135413346	-0.071205207	2
SRR10297412	0.123205075	1.466910096	2
SRR10288951	0.482342898	1.592351758	2
SRR10288962	-0.243549957	1.323610906	2
SRR10288966	0.608625508	2.13313731	2
SRR10289371	0.352628244	1.4005947	2
SRR10289379	0.167161208	1.59822026	2
SRR10289389	0.524785175	1.60720221	2
SRR10289415	-0.951136271	0.954482932	2
SRR10289428	-0.128676611	0.855682639	2
SRR10289433	0.480157955	1.474687082	2
SRR10296805	0.059108005	1.278781674	2
SRR10296920	0.345332007	1.815665278	2
SRR10297088	-0.930170849	0.060520161	2
SRR10297100	-0.284091223	0.851586625	2
SRR10297234	0.840979779	1.717254379	2
SRR10297246	0.428475937	1.944155781	2
SRR10297270	0.142650354	1.120091223	2
SRR10297293	-0.473811971	0.893930014	2
SRR10297349	0.429388155	1.665224037	2
SRR10297352	0.769495987	0.713603637	2
SRR10297485	0.10994126	1.471749081	2
SRR10297493	-0.794092236	0.882963915	2
SRR10289355	0.482528859	1.482570445	2
SRR10289375	0.187018546	1.674453886	2
SRR10297365	-0.203924288	0.699946902	2
SRR10297483	-0.63760258	0.473348384	2
SRR10297044	-0.551210703	0.950632371	2
SRR10296927	0.124648755	0.396121214	2
SRR10297249	-0.542802842	0.58618076	2
SRR10297395	0.112757586	1.386837009	2
SRR10297476	0.556140245	1.265799927	2
SRR10296908	0.21980593	0.067748494	2
SRR10297363	0.03033125	0.84193961	2
SRR10297282	0.232324201	1.41382082	2
SRR10289353	0.627414667	0.913340991	2
SRR10297010	0.470987295	0.707597647	2
SRR10289359	0.285795988	1.777327279	2
SRR10289352	0.318542327	-0.068747011	2
SRR10297447	-0.187018402	0.969453552	2
SRR10297452	-0.038578913	1.141517431	2
SRR10288947	0.537779389	0.783327184	2
SRR10289387	0.901980738	1.058446453	2
SRR10289425	0.356179001	0.916996598	2
SRR10288954	0.093980079	0.787125023	2
SRR10296977	-0.09227087	0.40813935	2
SRR10297243	-0.288809109	0.257779943	2
SRR10289407	0.950159555	1.364708352	2
SRR5078787	0.640986308	2.099076034	2
SRR5079141	0.866227044	2.244870112	2
SRR5079172	0.648405881	2.111494354	2
SRR5079230	0.638068301	1.777658769	2
SRR5078678	0.135109488	1.335337223	2
SRR5078701	0.6104899	1.786629162	2
SRR5079162	0.820394468	0.656797388	2
SRR5078740	0.83445724	2.274417441	2
SRR5078778	0.809312478	2.240145706	2
SRR5078713	0.90590707	2.272788131	2
SRR5079288	0.696196405	2.150383797	2
SRR5079216	0.195862224	1.12006662	2
SRR5079022	0.673078309	1.990103126	2
SRR5078634	0.579256838	1.864388582	2
SRR5079156	-0.238899088	1.260415586	2
SRR5078987	1.169031761	1.312131115	2
SRR5078794	0.447231124	-1.24714283	2
SRR5078776	-0.635778004	0.091207838	2
SRR5079258	0.863390498	2.247097091	2
SRR5078781	0.526567588	1.44670947	2
SRR5078968	1.045890888	1.624022585	2
SRR5078914	0.993397043	1.543690954	2
SRR5079271	0.826768676	2.007348251	2
SRR5078659	0.871771206	2.319091037	2
SRR5079075	0.758193209	1.862343969	2
SRR5079257	0.504492929	1.908444926	2
SRR5078774	0.233059684	0.548914488	2
SRR5078705	0.825055424	2.268975571	2
SRR5079094	-0.528950334	0.500020586	2
SRR5078915	0.237282748	0.346767643	2
SRR5079150	-0.125335435	0.575596352	2
SRR5078612	0.784491805	2.016426663	2
SRR5078671	0.780407912	2.150833336	2
SRR5078680	-0.185212564	1.225910154	2
SRR5079226	1.06287382	1.12762521	2
SRR5079126	0.61896578	1.914369662	2
SRR5078931	0.706635531	2.137986041	2
SRR5079124	0.720380465	2.229778413	2
SRR5078936	0.754425622	2.142071642	2
SRR5078722	0.794484736	2.170912726	2
SRR5078990	0.865519279	2.279476666	2
SRR5079026	0.652498507	1.930727251	2
SRR5078906	0.513918258	1.676406531	2
SRR5078741	0.930647212	2.017123798	2
SRR5078783	0.681503085	2.098934873	2
SRR5079035	0.461205953	0.859472397	2
SRR5079274	0.869821124	2.31664973	2
SRR5079013	0.82406556	2.192549826	2
SRR5079208	0.895365575	1.53838061	2
SRR5078947	0.689551677	2.021430678	2
SRR5078998	0.710308808	2.196579981	2
SRR5078945	0.738526465	1.791559879	2
SRR5078962	0.579480126	0.646696801	2
SRR5079269	0.43162969	1.782843088	2
SRR5079222	0.626597453	1.628509619	2
SRR5079120	0.780743576	1.826622648	2
SRR5078879	0.983675311	1.248495172	2
SRR5079178	-0.143648446	0.088258995	2
SRR5079106	0.631793038	2.108131592	2
SRR5078923	0.74889454	2.226141775	2
SRR5079218	0.12074325	1.689083249	2
SRR5079251	0.386552757	1.635805752	2
SRR5078982	0.586568127	1.76806425	2
SRR5079093	0.803790398	2.202853861	2
SRR5079170	0.751187372	2.268088917	2
SRR5079085	0.899586227	2.348784115	2
SRR5078676	0.897024724	2.297231633	2
SRR5079113	0.910264589	2.337625023	2
SRR5078633	-0.288543216	0.388129444	2
SRR5079171	0.646044732	1.800198117	2
SRR5078596	1.02271801	0.981111225	2
SRR5078624	1.100076009	1.67035837	2
SRR5078911	0.190782576	0.640923356	2
SRR5078933	0.699597772	1.244019072	2
SRR5078976	0.92829737	0.796656712	2
SRR5079182	0.832926786	0.735147176	2
SRR5078597	0.874629265	0.392826054	2
SRR5078691	1.002593941	1.057373225	2
SRR5079032	0.793297628	0.591973535	2
SRR5079071	0.625111539	1.509425375	2
SRR5078616	1.073448621	1.277235406	2
SRR5078918	1.014320361	1.7079577	2
SRR5079050	0.188323385	0.607222111	2
SRR5078852	0.481868202	1.703990025	2
SRR5078943	1.045625965	1.75163952	2
SRR5078863	0.914530131	1.018041371	2
SRR5079168	1.142213881	1.109627593	2
SRR5078785	1.232434242	1.151679346	2
SRR5078924	0.852204097	2.187980443	2
SRR5079238	0.892910763	0.072462472	2
SRR5078751	0.634202518	1.466061774	2
SRR5078890	0.159449983	0.470029516	2
SRR5078573	0.460266974	1.513538699	2
SRR5078871	0.822669516	0.586335602	2
SRR5078957	0.870610611	0.925765942	2
SRR5078602	1.249054973	0.900608967	2
SRR5078802	0.862124579	1.835333367	2
SRR5078598	0.972048943	1.11333601	2
SRR5078606	1.152389089	1.280189703	2
SRR5079234	0.554520854	0.885962933	2
SRR5078868	1.075008422	1.657384307	2
SRR5078716	0.703327244	1.849563541	2
SRR5078901	0.827202951	1.02920186	2
SRR5078784	0.832008245	1.859582254	2
SRR5078666	0.907767752	1.880811784	2
SRR5078627	0.12225076	0.468099136	2
SRR5079236	1.002802531	1.848060123	2
SRR5078841	0.750684561	2.105165496	2
SRR5078895	0.765751174	0.392704742	2
SRR5078695	0.874655374	1.444550842	2
SRR5078632	1.0671798	1.926050216	2
SRR5078601	0.943763244	1.472320958	2
SRR5079176	0.009177539	0.68103776	2
SRR5078681	0.609681204	1.774466301	2
SRR5078721	1.069349784	1.850343326	2
SRR5079017	1.047569401	1.930303951	2
SRR5078932	0.613465434	1.763513257	2
SRR5078582	-0.686637406	-0.008879878	2
SRR5078994	0.932027019	2.079090301	2
SRR5078954	-0.332874915	0.647047321	2
SRR5078578	0.8466019	2.285781725	2
SRR5078669	0.04209476	1.137656169	2
SRR5079166	-0.895988091	0.180094892	2
SRR5078862	0.85759094	2.13393086	2
SRR5079219	-0.432015323	1.130318438	2
SRR5078981	-1.302753978	0.82329718	2
SRR5078621	0.520476767	1.730823246	2
SRR5078806	0.387854772	1.445301683	2
SRR5078568	-0.445905355	0.333715981	2
SRR5078570	0.109885495	1.149124997	2
SRR5078571	0.231873204	1.351774711	2
SRR5078610	-0.03928591	0.972031949	2
SRR5078653	-0.57506106	-0.09471688	2
SRR5078656	-0.102269434	0.880354994	2
SRR5078688	0.77401002	2.128506382	2
SRR5078697	-0.517241749	0.187836559	2
SRR5078714	0.828736301	1.958920452	2
SRR5078724	0.485150427	-0.119808868	2
SRR5078745	0.740953947	2.124179241	2
SRR5078759	0.71344217	2.019756333	2
SRR5078790	-0.286401891	0.615824038	2
SRR5078807	0.345470232	1.358194251	2
SRR5078808	-0.097729668	0.872582647	2
SRR5078821	-0.054529224	0.888006062	2
SRR5078833	0.720067923	1.989907422	2
SRR5078835	-0.138270624	0.573972132	2
SRR5078844	0.769397106	1.964683353	2
SRR5078850	-0.373122692	0.624784358	2
SRR5078858	0.707729199	2.057415657	2
SRR5078877	0.866458524	2.302778418	2
SRR5078892	0.601510586	1.281842231	2
SRR5078921	-0.583802645	0.126037319	2
SRR5078939	0.840615215	2.233520978	2
SRR5078941	0.204234949	1.607557223	2
SRR5078952	0.770634471	2.0359551	2
SRR5078971	0.196848487	1.29334303	2
SRR5078995	-0.364040557	0.526563073	2
SRR5079011	0.854488931	0.743028509	2
SRR5079015	0.327460508	1.414425245	2
SRR5079033	0.413536465	1.719379056	2
SRR5079091	-0.041204338	1.703019225	2
SRR5079116	0.000166871	1.492587437	2
SRR5079144	0.694896908	2.045013395	2
SRR5079195	0.521946607	1.479420234	2
SRR5079202	-0.599903555	0.027179787	2
SRR5079207	0.637980877	1.966720431	2
SRR5079248	0.779027985	2.177529873	2
SRR5079259	0.69671978	1.857335956	2
SRR5079281	0.341167783	1.25470662	2
SRR5078739	0.467274934	1.645714768	2
SRR5078742	0.875044652	2.09995628	2
SRR5078744	0.779622278	1.573999823	2
SRR5078760	0.056541931	1.126168516	2
SRR5078905	0.517692493	1.935365119	2
SRR5078919	1.097977261	0.986136895	2
SRR5079029	0.560273543	1.409092607	2
SRR5079072	0.716713315	2.115858864	2
SRR5079101	0.812852306	2.235949287	2
SRR5079197	-0.250047112	0.610528995	2
SRR5079267	-0.933169944	0.075146691	2
SRR5079284	0.488274902	1.422723089	2
SRR5079005	0.853986976	2.08672101	2
SRR5078657	0.45539596	1.781518882	2
SRR5078867	0.32915802	1.522405715	2
SRR5078955	0.325799123	1.644046007	2
SRR5079021	0.879705165	2.217813056	2
SRR5079024	0.031077368	1.149908452	2
SRR5079046	0.855986228	1.849919985	2
SRR5078834	-0.534426902	0.28693952	2
SRR5078889	-0.004335795	1.251747296	2
SRR5079129	0.550244085	1.871877306	2
SRR5079247	-0.592118466	0.426721131	2
SRR5078577	-0.35966068	0.34598347	2
SRR5079136	0.898479836	2.326185725	2
SRR5079183	-0.212722399	0.503833647	2
SRR5079283	0.916601257	2.352087507	2
SRR5078748	1.111101562	1.09822394	2
SRR5078842	0.722697252	1.669686257	2
SRR5078696	0.08735284	0.948822776	2
SRR5078819	-0.079109483	0.667430897	2
SRR5078930	-0.651924993	1.294415946	2
SRR5079122	-0.189062256	0.672109805	2
SRR5078707	0.589335505	1.93690145	2
SRR5078727	0.827047845	2.227761896	2
SRR5078847	0.609133834	1.972299801	2
SRR5078961	-0.010336348	0.788345656	2
SRR5078613	0.748689653	1.972533012	2
SRR5078682	0.464267347	1.146082941	2
SRR5078937	0.813804241	2.206346621	2
SRR5079189	0.597923411	1.795452218	2
SRR5078600	-0.060160279	-0.015072307	2
SRR5078628	0.890207147	-0.507994378	2
SRR5078648	0.848625748	2.17347436	2
SRR5078946	0.915230174	2.360266654	2
SRR5079223	0.868510717	2.311910108	2
SRR5079135	0.473686324	1.548832353	2
SRR5078584	0.756516377	2.163767516	2
SRR5078679	0.845708695	2.127759905	2
SRR5078652	0.511308884	1.107270524	2
SRR5078855	-0.011654834	0.739706184	2
SRR5078860	-0.552342084	0.690677006	2
SRR5078912	0.793485817	1.567227794	2
SRR5078805	0.427410037	1.178210836	2
SRR5078622	0.622025812	1.981811603	2
SRR5079117	-0.829219922	0.303589806	2
SRR5078803	0.889114813	2.276036684	2
SRR5078818	0.901104251	2.229091179	2
SRR5078969	0.896302857	2.326504294	2
SRR5078684	0.816784911	2.060308661	2
SRR5079151	0.592773796	1.718915887	2
SRR5078956	-0.525246304	0.232923368	2
SRR5078603	0.911359087	2.357008194	2
SRR5079140	0.893376646	2.318784661	2
SRR5078893	0.876850707	1.956214318	2
SRR5079250	0.420563849	1.628603571	2
SRR5078647	0.846576847	2.286077214	2
SRR5078975	0.558222158	1.565190238	2
SRR5079008	0.87937146	2.312457555	2
SRR5078720	-0.12182109	0.595337304	2
SRR5079268	-0.041075056	1.337121976	2
SRR5078726	0.898442678	2.349290045	2
SRR5078618	0.912624455	2.344563482	2
SRR5078904	0.683170803	2.124093821	2
SRR5078984	0.492639478	1.136893555	2
SRR5079232	0.413896988	1.373275096	2
SRR5079242	0.134847534	1.926838024	2
SRR5078658	-0.011033323	0.651212131	2
SRR5078768	0.069237007	1.278154098	2
SRR5078973	-0.047044352	0.907133792	2
SRR5078991	0.762889584	1.887861678	2
SRR5079115	0.44685586	1.751304904	2
SRR5078909	0.894483221	2.354389707	2
SRR5079147	0.412756577	1.623275531	2
SRR5079179	-0.318977302	0.354374426	2
SRR5079001	-0.02706797	1.306053087	2
SRR5078977	0.901591093	2.277304559	2
SRR5078566	0.841516962	2.19161279	2
SRR5078642	0.17047844	1.133561768	2
SRR5078804	0.394637716	1.32421603	2
SRR5078734	-0.599593426	0.154001006	2
SRR5078587	0.621178248	1.894875371	2
SRR5078625	0.398602609	1.417603841	2
SRR5078660	0.659491653	1.515164239	2
SRR5078771	0.296852631	0.662432114	2
SRR5078782	0.901218452	2.345566876	2
SRR5078786	1.295910612	0.925009042	2
SRR5078874	1.266465279	1.183892778	2
SRR5078887	0.767591448	2.192729029	2
SRR5078925	0.583935917	1.652382583	2
SRR5078996	0.908597698	2.30679772	2
SRR5079060	0.843207905	2.259258946	2
SRR5079061	0.838465079	2.229774076	2
SRR5079068	0.758598104	2.114595717	2
SRR5079087	0.61238954	1.658494898	2
SRR5079103	0.514754764	1.596554269	2
SRR5079125	0.340304506	1.520101178	2
SRR5079131	0.791032777	2.206842418	2
SRR5079159	0.847128021	2.121070961	2
SRR5079160	0.217248779	-0.511386556	2
SRR5079196	0.037876702	1.320533621	2
SRR5079255	0.281962883	-0.270365719	2
SRR5079277	0.386021739	1.557826402	2
SRR5078576	0.076173108	0.599682322	2
SRR5078920	0.826083146	2.256153856	2
SRR5078586	0.841592201	2.294084768	2
SRR5078623	0.563282467	1.868203686	2
SRR5078690	1.091021301	1.497169216	2
SRR5078767	0.852561309	2.285535229	2
SRR5079109	0.645126376	2.199346959	2
SRR5078873	0.890295639	2.332188342	2
SRR5079088	0.368300268	0.823230976	2
SRR5079273	0.903112278	2.347965848	2
SRR5079278	0.748361893	2.144404706	2
SRR5078667	1.207760753	1.394686536	2
SRR5079154	0.987489949	0.831084887	2
SRR5078940	0.734859966	1.444201307	2
SRR5079121	-0.091557427	1.224177288	2
SRR5078609	0.563275663	1.695226205	2
SRR5078903	0.864622009	2.250859477	2
SRR5078891	0.814346261	2.179863283	2
SRR5078978	0.770892197	1.881412647	2
SRR5078988	0.169208847	0.827975639	2
SRR5079105	-0.308862622	0.705414149	2
SRR5079246	0.206751793	1.156977975	2
SRR5078796	0.513508531	1.866849248	2
SRR5078853	0.582080512	1.996762608	2
SRR5078927	0.876723944	2.234543193	2
SRR5078992	0.873238157	2.331547085	2
SRR5079002	0.970860022	2.09312707	2
SRR5079037	-0.300697565	0.38516228	2
SRR5079058	0.634250337	1.286615637	2
SRR5079123	0.294092931	1.356647261	2
SRR5079181	0.762971821	2.203179975	2
SRR5078772	0.795792973	2.198130636	2
SRR5078865	0.627657606	1.421271554	2
SRR5078857	1.017960013	1.963636959	2
SRR5078719	0.315819389	1.58422912	2
SRR5079092	0.654525394	2.069293271	2
SRR5079056	0.873152873	2.260378284	2
SRR5078900	0.869529724	0.706838086	2
SRR5078896	0.791777535	2.193792718	2
SRR5079006	0.863640382	2.289720106	2
SRR5079228	0.026387431	0.799602079	2
SRR5079074	0.146333653	1.06100869	2
SRR5079070	0.097415401	0.046958861	2
SRR5078993	0.88848447	2.335871894	2
SRR5078839	0.946607157	2.146334928	2
SRR5079282	0.979995679	2.16441298	2
SRR5079000	0.822432071	2.277080279	2
SRR5078829	0.891409403	2.339950695	2
SRR5078629	0.91546852	2.347151083	2
SRR5078728	-1.203551507	0.858871638	2
SRR5079194	0.075370093	0.224286476	2
SRR5078694	0.904211159	2.358642643	2
SRR5079241	-0.152196446	-0.294784013	2
SRR5079214	0.553031809	1.915415958	2
SRR5078732	0.313789095	1.352265088	2
SRR5078580	-0.52542119	0.830485652	2
SRR5078902	0.375803045	0.968913697	2
SRR5079167	0.506006889	2.063059658	2
SRR5078645	0.769815304	2.221530856	2
SRR5079040	0.893260215	2.284786786	2
SRR5078589	0.297113545	1.791256843	2
SRR5078677	0.557582038	2.045184751	2
SRR5079028	0.84326232	2.30089469	2
SRR5079260	0.407728587	1.856199373	2
SRR5079173	-0.143003623	0.384468507	2
SRR5078859	1.155940975	0.717353327	2
SRR5079263	0.270141916	1.666583588	2
SRR5079286	0.500408725	1.875397664	2
SRR5078888	0.91133849	2.310268108	2
SRR5079045	0.961444013	2.058123645	2
SRR5078685	0.886922267	2.323113143	2
SRR5079100	0.700006822	2.118102046	2
SRR5078884	0.873781454	2.332261367	2
SRR5079012	0.888246195	2.334392617	2
SRR5078664	1.088238284	1.21044172	2
SRR5079185	-0.038373088	1.149076166	2
SRR5078641	0.821340171	2.280970944	2
SRR5079097	0.37188839	1.544608622	2
SRR5078822	0.253511771	1.071054308	2
SRR5079146	0.487172841	1.760934677	2
SRR5079152	0.439684601	2.02749196	2
SRR5078894	0.804634742	2.200094555	2
SRR5079127	-0.525974805	0.781004297	2
SRR5078832	0.977749561	2.069705191	2
SRR5078881	0.878547791	1.754555529	2
SRR5078983	0.906134848	2.356083328	2
SRR5079229	0.870843036	2.325644162	2
SRR5078843	0.002396493	-0.34184691	2
SRR5079289	0.660656544	1.118138775	2
SRR5078798	0.890425361	2.347644745	2
SRR5078585	0.584248149	1.971744773	2
SRR5079134	0.542574029	1.718272856	2
SRR5079036	0.624927796	1.885664462	2
